dEven,fold_id,candidate_events,required_quota,selected_signals,selected_positive_labels,raw_score_cutoff,minimum_raw_score,maximum_raw_score
2019-02-03,4,110,6,6,5,0.4888576865196228,0.3559619784355163,0.6217116713523865
2019-02-04,4,114,6,6,4,0.4844504296779632,0.3508578240871429,0.5843046307563782
2019-02-05,4,112,6,6,5,0.4616736769676208,0.3121609985828399,0.575137734413147
2019-02-06,4,104,6,6,6,0.4396246373653412,0.3042484223842621,0.4788551926612854
2019-02-10,4,101,6,6,5,0.4456647336483001,0.3067056238651275,0.4812167584896087
2019-02-12,4,98,5,5,4,0.5143164396286011,0.3700999915599823,0.5516330599784851
2019-02-13,4,108,6,6,6,0.5087186098098755,0.3273256719112396,0.6400246620178223
2019-02-16,4,113,6,6,6,0.5360201597213745,0.3407998383045196,0.6531960964202881
2019-02-17,4,118,6,6,6,0.5742912888526917,0.3442698419094085,0.6337710618972778
2019-02-18,4,118,6,6,6,0.5668225884437561,0.3595460653305053,0.6499239802360535
2019-02-19,4,116,6,6,6,0.5054569244384766,0.3437255620956421,0.5517104268074036
2019-02-20,4,105,6,6,6,0.5985121726989746,0.4674517214298248,0.6270437836647034
2019-02-23,4,109,6,6,6,0.619184136390686,0.514797031879425,0.684217095375061
2019-02-24,4,100,5,5,5,0.6445637345314026,0.5589016079902649,0.6560482382774353
2019-02-25,4,110,6,6,6,0.6288067698478699,0.5433411598205566,0.6409516334533691
2019-02-26,4,107,6,6,6,0.5657835006713867,0.4490600228309631,0.5926320552825928
2019-02-27,4,103,6,6,6,0.6580842733383179,0.5885905027389526,0.6724587082862854
2019-03-02,4,110,6,6,4,0.557046115398407,0.463718831539154,0.5856518149375916
2019-03-03,4,103,6,6,6,0.5634575486183167,0.480707436800003,0.5902815461158752
2019-03-04,4,103,6,6,6,0.557506263256073,0.456877201795578,0.5769298672676086
2019-03-05,4,106,6,6,6,0.5575976967811584,0.4455013573169708,0.6017745137214661
2019-03-06,4,112,6,6,6,0.5357420444488525,0.4310530126094818,0.6496963500976562
2019-03-09,4,119,6,6,5,0.5418053865432739,0.4037685096263885,0.5940502285957336
2019-03-10,4,103,6,6,6,0.5955349802970886,0.5079679489135742,0.632296085357666
2019-03-11,4,110,6,6,6,0.5659562945365906,0.4374717473983764,0.5961987376213074
2019-03-12,4,107,6,6,6,0.5717028379440308,0.4375950694084167,0.6112021207809448
2019-03-13,4,104,6,6,6,0.6431669592857361,0.5618647933006287,0.6751551032066345
2019-03-16,4,92,5,5,5,0.6506085991859436,0.5549815893173218,0.6646735072135925
2019-03-17,4,82,5,5,5,0.6051524877548218,0.5150940418243408,0.6239012479782104
2019-03-18,4,81,5,5,5,0.6135572791099548,0.500471830368042,0.6423699259757996
2019-03-19,4,62,4,4,4,0.6082500219345093,0.5188610553741455,0.6329546570777893
2019-03-25,4,65,4,4,4,0.6942132115364075,0.6267443299293518,0.7076643109321594
2019-03-26,4,55,3,3,3,0.8164465427398682,0.7295525074005127,0.8218665719032288
2019-03-27,4,58,3,3,3,0.8195383548736572,0.7131797075271606,0.8226593732833862
2019-03-30,4,41,3,3,3,0.8099262118339539,0.7086795568466187,0.8111914396286011
2019-03-31,4,45,3,3,3,0.812989354133606,0.72922283411026,0.8160609006881714
2019-04-06,4,37,2,2,2,0.8122310042381287,0.7350555658340454,0.8160868287086487
2019-04-07,4,29,2,2,2,0.8131118416786194,0.72822505235672,0.8161145448684692
2019-04-08,4,34,2,2,2,0.8144512176513672,0.7140326499938965,0.8159363269805908
2019-04-09,4,35,2,2,2,0.812518835067749,0.7014968991279602,0.8135252594947815
2019-04-10,4,23,2,2,2,0.7990155816078186,0.7228909134864807,0.7998127937316895
2019-04-13,4,20,1,1,1,0.7969985604286194,0.7322801947593689,0.7969985604286194
2019-04-14,4,16,1,1,1,0.8065377473831177,0.7126904129981995,0.8065377473831177
2019-04-15,4,20,1,1,1,0.8028461933135986,0.7245290875434875,0.8028461933135986
2019-04-16,4,21,2,2,2,0.7624927163124084,0.6722003817558289,0.7679800987243652
2019-04-17,4,27,2,2,2,0.735073447227478,0.6385157704353333,0.7358205914497375
2019-04-20,4,12,1,1,1,0.7726396918296814,0.696671724319458,0.7726396918296814
2019-04-22,4,19,1,1,1,0.7454065680503845,0.6520141959190369,0.7454065680503845
2019-04-23,4,20,1,1,1,0.5810626745223999,0.4534153342247009,0.5810626745223999
2019-04-24,4,19,1,1,1,0.7351955771446228,0.6632237434387207,0.7351955771446228
2019-04-27,4,17,1,1,1,0.7293274998664856,0.6667224764823914,0.7293274998664856
2019-04-28,4,9,1,1,1,0.7238216400146484,0.6639165282249451,0.7238216400146484
2019-04-29,4,10,1,1,1,0.7296938300132751,0.6731864809989929,0.7296938300132751
2019-04-30,4,6,1,1,1,0.7169744372367859,0.6657229065895081,0.7169744372367859
2019-05-01,4,5,1,1,1,0.7154740691184998,0.6885274052619934,0.7154740691184998
2019-05-04,4,5,1,1,1,0.6910313963890076,0.6095597147941589,0.6910313963890076
2019-05-05,4,4,1,1,1,0.6825253963470459,0.6270877718925476,0.6825253963470459
2019-05-06,4,15,1,1,0,0.6290515661239624,0.5505045056343079,0.6290515661239624
2019-05-07,4,22,2,2,2,0.5865230560302734,0.4325848221778869,0.5888603925704956
2019-05-08,4,16,1,1,1,0.5784793496131897,0.458278477191925,0.5784793496131897
2019-05-11,4,24,2,2,2,0.5760793089866638,0.4698910713195801,0.6168327331542969
2019-05-12,4,27,2,2,2,0.5888136029243469,0.4495449662208557,0.6046425104141235
2019-05-13,4,20,1,1,1,0.5597856044769287,0.4475941061973572,0.5597856044769287
2019-05-14,4,14,1,1,1,0.6512629389762878,0.5961188077926636,0.6512629389762878
2019-05-15,4,15,1,1,1,0.6594071388244629,0.6031076908111572,0.6594071388244629
2019-05-18,4,14,1,1,1,0.6802687644958496,0.6174049377441406,0.6802687644958496
2019-05-19,4,13,1,1,1,0.6803542971611023,0.595063328742981,0.6803542971611023
2019-05-20,4,20,1,1,1,0.6329671144485474,0.5670433044433594,0.6329671144485474
2019-05-21,4,13,1,1,1,0.6710243821144104,0.6080243587493896,0.6710243821144104
2019-05-22,4,9,1,1,1,0.6779833436012268,0.620261013507843,0.6779833436012268
2019-05-25,4,13,1,1,1,0.6667380928993225,0.5647241473197937,0.6667380928993225
